Id,SalePrice
1688,188985.8254
1689,196085.2297
1690,197437.1029
1691,187872.2002
1692,263818.1477
1693,168285.3835
1694,182116.6917
1695,162394.9218
1696,270860.7502
1697,168393.0544
1698,331722.7055
1699,291268.0944
1700,252847.0874
1701,266430.0745
1702,231879.2399
1703,230141.4819
1704,269005.5686
1705,235462.3315
1706,439605.0802
1707,213464.1259
1708,198757.6194
1709,261789.324
1710,216795.3845
1711,272543.5818
1712,256905.514
1713,273627.801
1714,218585.0392
1715,204050.508
1716,177362.9108
1717,173190.8934
1718,135009.0297
1719,207777.6374
1720,232683.9265
1721,161964.6736
1722,124033.4064
1723,153397.3812
1724,203974.572
1725,236974.6207
1726,186210.9563
1727,152780.8461
1728,174428.1973
1729,165022.5953
1730,151943.6878
1731,120284.9341
1732,130869.9393
1733,111289.8541
1734,119528.2262
1735,126965.0137
1736,108952.3636
1737,311230.0001
1738,254993.9752
1739,244885.7665
1740,218909.1326
1741,190598.0443
1742,167850.8956
1743,173286.5994
1744,339486.0161
1745,212544.9503
1746,181047.5299
1747,211916.134
1748,219089.6874
1749,148321.5095
1750,123668.1353
1751,243856.818
1752,117901.6452
1753,150201.0685
1754,196667.8537
1755,169967.2331
1756,129337.6629
1757,121547.6156
1758,146325.8188
1759,157882.7955
1760,155632.3533
1761,145008.1701
1762,177060.7392
1763,188888.8823
1764,113271.7011
1765,174455.9856
1766,194290.9276
1767,221166.076
1768,141930.3556
1769,170080.9512
1770,150852.5334
1771,124893.6025
1772,136858.2272
1773,125197.4016
1774,146423.2378
1775,140620.6246
1776,126912.3538
1777,103096.2388
1778,137240.7931
1779,114969.9849
1780,174023.722
1781,122343.6457
1782,87790.76833
1783,143891.9518
1784,109023.5556
1785,120534.1165
1786,135384.2553
1787,171191.4918
1788,62226.60407
1789,95446.53231
1790,79398.26672
1791,186118.8107
1792,157511.0825
1793,130687.5299
1794,151396.4053
1795,136303.2937
1796,127080.7238
1797,111212.5227
1798,119141.6515
1799,110863.3437
1800,128069.0667
1801,127338.2182
1802,133390.2314
1803,147904.8459
1804,132034.8063
1805,135414.8145
1806,124422.109
1807,129564.9495
1808,120221.2082
1809,124014.5106
1810,131715.2049
1811,94122.19877
1812,98354.08638
1813,121012.9325
1814,91621.0856
1815,54209.33476
1816,98761.98887
1817,108155.6519
1818,151589.6306
1819,131614.8289
1820,53353.3456
1821,117960.5161
1822,153817.5489
1823,42750.31825
1824,122935.4347
1825,140338.0091
1826,104210.5663
1827,95897.57501
1828,132396.8278
1829,119249.071
1830,140605.8796
1831,137279.7394
1832,76934.25722
1833,137277.1848
1834,119293.9546
1835,118157.577
1836,127002.4499
1837,85372.57134
1838,125222.2396
1839,104997.6615
1840,138028.666
1841,136100.9614
1842,92887.91965
1843,126484.5495
1844,146124.6161
1845,142422.9057
1846,155894.2102
1847,163253.5917
1848,54328.63793
1849,108578.1921
1850,117203.7795
1851,155645.991
1852,125202.4596
1853,124201.2026
1854,160669.778
1855,141814.4502
1856,226498.51
1857,135779.9184
1858,133546.57
1859,115345.141
1860,141568.2272
1861,114817.924
1862,317450.2841
1863,298608.9183
1864,298683.8733
1865,354028.7131
1866,339365.903
1867,223602.2952
1868,288516.5503
1869,200209.031
1870,218590.3612
1871,255730.2673
1872,173840.0845
1873,241248.9168
1874,144643.0777
1875,195493.3448
1876,197186.7463
1877,206314.2608
1878,202433.2182
1879,126962.8061
1880,128319.9737
1881,243360.2084
1882,242163.9621
1883,185141.0575
1884,205293.5776
1885,238824.8592
1886,291944.558
1887,207725.3045
1888,257175.2732
1889,170664.1885
1890,117817.5805
1891,126334.7773
1892,98558.34399
1893,126084.8052
1894,126813.5219
1895,134513.4511
1896,124761.5549
1897,112862.6535
1898,116462.3006
1899,162490.7801
1900,161959.844
1901,163525.5925
1902,159724.0702
1903,209987.477
1904,144847.1761
1905,205347.9556
1906,155803.8777
1907,217798.55
1908,111745.7642
1909,127432.2301
1910,119499.7445
1911,217392.8301
1912,350518.0804
1913,146859.1032
1914,55921.76546
1915,322843.3132
1916,64277.30232
1917,245561.7572
1918,141483.9618
1919,176979.8491
1920,157008.5107
1921,386285.5489
1922,316154.6156
1923,234169.8966
1924,228222.9094
1925,189513.8385
1926,382156.9609
1927,129696.4397
1928,152331.6774
1929,127664.9209
1930,126719.7518
1931,139814.3979
1932,139122.5005
1933,188871.0538
1934,180765.6672
1935,168756.0332
1936,199222.3225
1937,182745.4619
1938,168149.6811
1939,248429.7039
1940,188313.3318
1941,168684.4042
1942,181337.3709
1943,215147.7344
1944,380059.7113
1945,400423.7394
1946,138442.9016
1947,315143.7906
1948,166085.4878
1949,254637.7044
1950,189013.9342
1951,250367.6763
1952,218515.8168
1953,169968.061
1954,178464.5123
1955,137669.125
1956,319617.5334
1957,154542.6172
1958,300010.4941
1959,148471.0648
1960,115857.1242
1961,121159.3423
1962,99573.30195
1963,107439.8439
1964,106027.7676
1965,140208.1891
1966,136879.141
1967,285354.5783
1968,434885.4371
1969,386925.3692
1970,420262.5216
1971,473100.7975
1972,373595.604
1973,263992.5781
1974,342490.9455
1975,518040.3561
1976,266106.4378
1977,344664.1872
1978,353158.4586
1979,321921.6867
1980,203425.8474
1981,347073.2268
1982,213344.1458
1983,198595.0728
1984,169008.6114
1985,225127.5244
1986,206708.4221
1987,190161.0289
1988,176476.4235
1989,195826.2476
1990,210603.8496
1991,232156.7364
1992,214868.5018
1993,170675.9471
1994,234773.53
1995,185995.6565
1996,242358.3633
1997,317571.4377
1998,308858.3521
1999,272371.9673
2000,315021.6711
2001,269327.6925
2002,237013.3032
2003,252883.6811
2004,286468.6162
2005,222472.4042
2006,222377.9628
2007,244878.0186
2008,217364.5596
2009,196112.7212
2010,192835.0435
2011,142727.1812
2012,168390.0856
2013,179366.7944
2014,188969.4267
2015,210541.4656
2016,190996.2005
2017,198206.0186
2018,118323.4087
2019,130836.2892
2020,101280.7185
2021,101693.1007
2022,180954.1891
2023,145448.9621
2024,270122.1954
2025,353535.0344
2026,177368.9341
2027,162417.7511
2028,148783.4026
2029,164004.4801
2030,271889.9506
2031,233065.6061
2032,256018.6605
2033,259779.6509
2034,173122.7563
2035,219339.6419
2036,198540.8424
2037,207166.3151
2038,306567.0856
2039,223600.083
2040,276137.7071
2041,298407.5856
2042,207105.4215
2043,182131.722
2044,174872.3055
2045,218882.0374
2046,149456.665
2047,146426.1682
2048,140251.6715
2049,145262.9974
2050,177195.7929
2051,102886.5684
2052,123051.6549
2053,146140.2689
2054,99111.71701
2055,157900.646
2056,143260.4009
2057,114641.1024
2058,214313.4443
2059,131379.9608
2060,169668.5951
2061,180417.5583
2062,126847.2188
2063,123559.3591
2064,141373.7776
2065,119816.7652
2066,164190.1164
2067,115316.1774
2068,151425.9929
2069,85568.6653
2070,119080.4706
2071,95217.13771
2072,141823.3666
2073,135705.159
2074,187501.5278
2075,149339.8
2076,119009.1625
2077,157226.7914
2078,125243.164
2079,133996.1559
2080,122159.9742
2081,129929.242
2082,118085.8297
2083,147921.9391
2084,112074.4368
2085,117617.6315
2086,107307.3569
2087,124100.2447
2088,97709.26054
2089,78731.10112
2090,124155.3151
2091,107266.5296
2092,121467.5617
2093,118762.9323
2094,107662.8706
2095,146147.3167
2096,80554.99546
2097,104218.6873
2098,150370.8896
2099,55033.56993
2100,75158.36921
2101,110229.4852
2102,130025.825
2103,106350.5334
2104,148614.6333
2105,132878.6062
2106,67843.29657
2107,187379.5748
2108,116911.9307
2109,109022.658
2110,129621.2725
2111,130635.3774
2112,137342.8827
2113,119514.5003
2114,127113.2294
2115,164876.4254
2116,112182.9226
2117,151218.6104
2118,128426.7456
2119,116463.7332
2120,116531.8315
2121,98322.14526
2122,122744.8242
2123,77537.93924
2124,154147.8893
2125,127059.3092
2126,150934.5359
2127,163853.3638
2128,130080.6556
2129,91300.63263
2130,140571.4382
2131,141478.9543
2132,114781.7716
2133,120813.7638
2134,125042.1712
2135,94251.4356
2136,81777.6974
2137,103323.9079
2138,131246.1203
2139,148087.2415
2140,137821.996
2141,173501.8724
2142,125397.121
2143,143015.4724
2144,121448.3515
2145,138390.837
2146,178594.8936
2147,141873.118
2148,136033.9901
2149,156078.5009
2150,229622.7487
2151,118861.9629
2152,171681.8729
2153,171064.5398
2154,101299.7865
2155,147923.2232
2156,261620.7507
2157,232562.0582
2158,239509.3884
2159,210022.4992
2160,185227.7263
2161,234800.5399
2162,398712.7608
2163,342631.8643
2164,253361.7157
2165,209559.9142
2166,157788.9792
2167,225557.4237
2168,192853.4959
2169,198261.67
2170,220007.0764
2171,158730.5812
2172,130060.2906
2173,163023.9479
2174,224508.4891
2175,293116.6346
2176,320386.6873
2177,238921.5668
2178,212029.2299
2179,135009.249
2180,210213.71
2181,195138.813
2182,222255.8667
2183,188200.8008
2184,118031.1491
2185,130422.7956
2186,151465.9504
2187,156164.988
2188,155552.8147
2189,267576.0726
2190,81348.08832
2191,82307.97559
2192,88436.92018
2193,114347.2109
2194,101562.2472
2195,112104.4121
2196,104361.1614
2197,118168.4363
2198,152541.4096
2199,172354.1407
2200,151950.4442
2201,154095.2866
2202,222818.9767
2203,142672.1508
2204,178037.7347
2205,119721.7967
2206,144192.4683
2207,213622.7465
2208,267787.0912
2209,253663.7343
2210,122107.2623
2211,113332.4489
2212,123807.105
2213,107225.5243
2214,136430.5726
2215,100023.9176
2216,147445.549
2217,70048.92369
2218,70910.74669
2219,68121.55503
2220,68014.1158
2221,325296.0792
2222,292039.4142
2223,285824.0597
2224,210149.6467
2225,119909.5844
2226,187692.3554
2227,193995.8561
2228,263563.3351
2229,252768.6289
2230,144817.1996
2231,215236.6665
2232,175920.4068
2233,183009.8256
2234,241134.838
2235,223126.4847
2236,256832.1293
2237,316620.4987
2238,195041.1637
2239,110957.9089
2240,155208.2755
2241,155313.8552
2242,124109.2868
2243,128595.9811
2244,103599.1781
2245,106477.0958
2246,141736.2874
2247,115130.9322
2248,123198.2562
2249,116090.3495
2250,125595.991
2251,106341.9985
2252,183034.3071
2253,151165.18
2254,177002.4421
2255,179573.1455
2256,174932.4907
2257,209263.0983
2258,155206.1575
2259,176517.147
2260,155543.6012
2261,190139.7632
2262,215183.598
2263,383437.7455
2264,480220.645
2265,160568.6996
2266,311292.6307
2267,373659.6631
2268,421861.9448
2269,149702.3953
2270,198613.4328
2271,216898.7427
2272,192316.3964
2273,161316.1536
2274,181274.7641
2275,159520.8358
2276,199469.367
2277,181384.6594
2278,143003.8631
2279,125758.8312
2280,119624.6681
2281,167857.7462
2282,188471.6406
2283,108675.0526
2284,117032.6724
2285,140203.8202
2286,124020.6089
2287,373053.4616
2288,273340.8704
2289,364349.9863
2290,465709.1365
2291,328002.6402
2292,431933.4929
2293,487046.728
2294,411425.0106
2295,491509.1505
2296,289935.2352
2297,350392.7666
2298,341263.9627
2299,347224.4937
2300,333662.3457
2301,315629.8797
2302,246886.0375
2303,236021.1137
2304,243978.0805
2305,198377.1625
2306,193643.3359
2307,199659.5251
2308,229973.8996
2309,284344.8069
2310,208886.9635
2311,203957.7988
2312,173681.407
2313,173238.3043
2314,177810.9172
2315,183056.8262
2316,202445.3006
2317,189390.7478
2318,181743.7104
2319,185764.6789
2320,182676.2721
2321,237503.5637
2322,179978.3422
2323,192510.4895
2324,183219.1302
2325,213308.0563
2326,175801.1358
2327,204272.43
2328,225318.3417
2329,193679.9035
2330,186861.6773
2331,335372.7345
2332,399414.7564
2333,318942.3882
2334,254068.3484
2335,275494.7896
2336,305208.9597
2337,194571.5882
2338,258980.2485
2339,214462.969
2340,394459.0815
2341,211041.1666
2342,228350.0618
2343,225036.7128
2344,217104.4467
2345,227869.3151
2346,210858.4289
2347,197043.1016
2348,239948.6671
2349,177796.3633
2350,319085.1046
2351,262069.0621
2352,247459.467
2353,240221.5802
2354,140095.6862
2355,145718.2571
2356,153378.6331
2357,184943.7766
2358,200415.7184
2359,132930.0279
2360,115856.0702
2361,148410.8747
2362,262123.284
2363,142311.8898
2364,156427.8614
2365,216695.7363
2366,191183.6516
2367,222464.9878
2368,221273.83
2369,216477.0392
2370,163547.7115
2371,165047.5409
2372,195628.0124
2373,280220.2432
2374,305664.5306
2375,239655.4753
2376,285303.5464
2377,338671.8462
2378,145590.7612
2379,206630.9547
2380,149529.4665
2381,170528.4685
2382,201129.7428
2383,204014.3847
2384,249712.5135
2385,162691.0879
2386,134438.1794
2387,131700.8484
2388,103101.5172
2389,118448.858
2390,144755.9998
2391,147603.0478
2392,115766.6177
2393,170961.9215
2394,144317.3115
2395,207129.0227
2396,141922.0518
2397,218440.61
2398,129690.378
2399,70821.65317
2400,71235.36166
2401,121465.644
2402,134786.3184
2403,152074.1952
2404,157662.662
2405,159861.7755
2406,138439.9327
2407,129938.6107
2408,149030.3733
2409,123281.9251
2410,163479.9544
2411,113174.2758
2412,158504.7455
2413,130281.0913
2414,155332.1109
2415,136872.5495
2416,126379.5485
2417,131129.5031
2418,129544.1406
2419,132206.7783
2420,119519.8919
2421,141274.1588
2422,110067.3055
2423,115355.2186
2424,156368.4959
2425,189650.926
2426,132551.6012
2427,134685.4574
2428,172064.3407
2429,112645.8562
2430,130178.234
2431,105743.2062
2432,144712.4433
2433,144242.6529
2434,139537.2073
2435,151911.83
2436,105550.9297
2437,102876.8201
2438,124129.8401
2439,102861.9171
2440,125643.4277
2441,90842.99596
2442,95384.77149
2443,123477.3903
2444,134346.28
2445,91990.6565
2446,139316.8
2447,181737.6325
2448,126380.1559
2449,117064.6988
2450,153363.462
2451,119786.0966
2452,188184.8075
2453,95379.253
2454,116037.2476
2455,118471.7465
2456,132353.9837
2457,136339.9264
2458,129803.5691
2459,111515.6496
2460,140894.2506
2461,132865.6814
2462,136957.7018
2463,122705.9084
2464,174805.3443
2465,145009.8714
2466,119438.5483
2467,129028.9825
2468,84217.44344
2469,83378.67977
2470,191098.9553
2471,208185.6123
2472,163264.4225
2473,116205.0475
2474,78789.01175
2475,215319.0817
2476,115217.6113
2477,123314.9309
2478,152912.5305
2479,107068.0526
2480,157818.7194
2481,118575.0302
2482,122665.5685
2483,110478.9826
2484,120895.9385
2485,125852.9815
2486,144493.4394
2487,167577.3896
2488,160320.6016
2489,152665.4504
2490,134538.5485
2491,93391.46987
2492,184972.6728
2493,149252.3134
2494,149292.0304
2495,85507.90009
2496,225418.9736
2497,161263.3776
2498,109002.6483
2499,81216.09468
2500,116794.0641
2501,141085.9585
2502,143916.2499
2503,96542.57897
2504,178680.0986
2505,224421.474
2506,247834.6494
2507,278758.8073
2508,247748.4414
2509,215608.1718
2510,215399.6897
2511,172010.8522
2512,209747.6342
2513,223368.5081
2514,246361.5429
2515,147287.3284
2516,175890.1085
2517,148015.1378
2518,151631.7543
2519,242983.6082
2520,220299.9338
2521,187163.794
2522,227005.7731
2523,118998.3928
2524,136696.8358
2525,149181.2435
2526,138718.8956
2527,118513.7821
2528,125843.5532
2529,135052.8851
2530,123708.4508
2531,257747.8289
2532,228308.0273
2533,195302.7761
2534,232549.0627
2535,296317.6126
2536,225329.0564
2537,243294.4884
2538,183389.771
2539,184055.5448
2540,180846.6323
2541,180443.3508
2542,165063.1277
2543,123902.8855
2544,121421.8535
2545,133114.5136
2546,125105.037
2547,137065.3003
2548,152494.6766
2549,156647.0243
2550,1233156.019
2551,140814.3765
2552,128774.1743
2553,79241.76374
2554,91490.55435
2555,122055.3196
2556,103439.5472
2557,108877.7375
2558,152611.6147
2559,138536.9137
2560,152652.7061
2561,155148.3041
2562,142179.3188
2563,155967.9716
2564,201193.0738
2565,135603.1521
2566,160114.5544
2567,140294.1205
2568,205098.5936
2569,237762.0374
2570,116150.0129
2571,191363.2117
2572,147549.4659
2573,230869.4161
2574,273611.7934
2575,133396.401
2576,120394.6967
2577,154215.7691
2578,82368.32778
2579,66466.77634
2580,84771.89167
2581,96490.40703
2582,97914.66689
2583,278696.6366
2584,181545.3037
2585,189937.2051
2586,225340.2525
2587,202057.0654
2588,135533.9498
2589,151017.4997
2590,202172.6853
2591,210542.2529
2592,207559.6322
2593,249270.4868
2594,183143.4101
2595,200277.6352
2596,284281.6424
2597,185981.4761
2598,287136.4915
2599,334115.9448
2600,144567.147
2601,138492.0118
2602,86583.18134
2603,96028.40846
2604,93163.86411
2605,85260.03224
2606,148197.801
2607,228630.565
2608,191685.987
2609,180395.2974
2610,112693.4693
2611,120022.6037
2612,156624.1545
2613,129778.3447
2614,121829.7611
2615,156659.7932
2616,142895.8435
2617,189164.0716
2618,211297.3359
2619,198772.1702
2620,192045.5014
2621,172847.3065
2622,182225.3169
2623,240312.8324
2624,308262.3964
2625,293687.5675
2626,171129.1436
2627,160129.359
2628,485744.5735
2629,526516.4992
2630,385686.8036
2631,502005.0228
2632,416661.5141
2633,308841.5944
2634,423941.3584
2635,160579.721
2636,179244.6357
2637,191723.7805
2638,263747.916
2639,183609.0167
2640,151146.932
2641,106026.1498
2642,192169.0493
2643,105696.1377
2644,116281.9919
2645,112537.922
2646,97426.00041
2647,105885.7573
2648,143765.4667
2649,154313.6457
2650,133254.6327
2651,138680.6288
2652,410581.9727
2653,245931.4221
2654,254580.0042
2655,402362.5576
2656,319124.5603
2657,364115.8964
2658,315115.5535
2659,305876.2375
2660,369047.2017
2661,352672.3941
2662,367209.0491
2663,283612.2373
2664,271759.592
2665,325999.8038
2666,278884.1703
2667,174726.621
2668,179520.6455
2669,182865.6575
2670,276988.5003
2671,187090.2416
2672,194373.9234
2673,201372.5645
2674,190825.5025
2675,177041.747
2676,195122.5024
2677,197819.2837
2678,249704.2639
2679,269003.863
2680,284390.389
2681,404533.6522
2682,317923.3478
2683,533514.5971
2684,318348.308
2685,316071.5878
2686,245906.386
2687,313600.2414
2688,210619.19
2689,206695.2476
2690,442498.2351
2691,188333.0055
2692,141659.6671
2693,199351.6887
2694,139798.8544
2695,190475.8536
2696,181706.7121
2697,185399.843
2698,198448.0169
2699,175883.9228
2700,156948.8488
2701,153739.7869
2702,117384.4565
2703,123947.1132
2704,133623.8095
2705,113358.1542
2706,114152.8112
2707,125145.8442
2708,128919.0217
2709,104657.0111
2710,126804.4688
2711,266752.5497
2712,376771.0689
2713,173752.0116
2714,155879.4359
2715,167775.4379
2716,146117.6918
2717,195822.2003
2718,220328.5802
2719,154558.1209
2720,169889.0015
2721,130086.9726
2722,162636.6343
2723,136587.9093
2724,127726.4262
2725,128658.6104
2726,149719.2043
2727,163964.4337
2728,179026.076
2729,152292.6888
2730,149450.1483
2731,128122.3303
2732,134374.07
2733,157265.4842
2734,147349.7408
2735,138670.341
2736,136497.7398
2737,117854.2276
2738,142008.871
2739,156813.1353
2740,136596.9564
2741,146101.5477
2742,151120.806
2743,156484.8703
2744,161604.2557
2745,137601.5947
2746,135891.1614
2747,146286.4198
2748,124564.3963
2749,129613.3636
2750,127658.4109
2751,132834.4438
2752,183773.3636
2753,139637.7263
2754,225088.703
2755,137703.6335
2756,95262.95625
2757,69210.91113
2758,96129.21295
2759,163895.3111
2760,123424.8146
2761,144619.6243
2762,145663.8826
2763,177512.4747
2764,148060.6011
2765,290048.3755
2766,130467.2193
2767,84226.14738
2768,130869.9855
2769,131650.6589
2770,139902.7984
2771,107304.54
2772,110383.4594
2773,170234.1113
2774,144248.2665
2775,114426.3475
2776,146630.3459
2777,151413.4459
2778,108640.2287
2779,122727.6865
2780,92598.48657
2781,93485.20314
2782,97119.84257
2783,96440.2395
2784,121852.7595
2785,139154.8664
2786,68660.27989
2787,127216.8513
2788,74075.17291
2789,168302.173
2790,95671.56393
2791,112584.078
2792,56023.9451
2793,155433.2414
2794,100303.7874
2795,121529.6987
2796,95884.1576
2797,206471.9396
2798,104439.12
2799,116920.7303
2800,68747.90848
2801,105949.7808
2802,131170.2774
2803,175119.3686
2804,122220.5343
2805,94988.51328
2806,82646.24851
2807,161420.4774
2808,148099.5845
2809,133194.2943
2810,124695.0258
2811,154238.6716
2812,169438.3714
2813,162513.3115
2814,165343.2681
2815,92308.05665
2816,230038.5151
2817,151023.11
2818,136640.6447
2819,165399.9419
2820,141732.8951
2821,104220.6414
2822,187840.0516
2823,344995.1479
2824,190236.1199
2825,137467.8425
2826,133496.3157
2827,142497.0978
2828,222861.9127
2829,207848.1254
2830,229689.2493
2831,167995.9565
2832,247881.7453
2833,311586.4276
2834,228410.8254
2835,226211.0419
2836,189691.6644
2837,160502.6791
2838,147462.7692
2839,175821.8998
2840,206484.9547
2841,204525.4836
2842,234344.8084
2843,152900.3129
2844,174453.7287
2845,129016.2323
2846,210032.4547
2847,210362.9036
2848,216581.8784
2849,197923.0157
2850,278702.7536
2851,211702.4179
2852,240049.1354
2853,238827.4994
2854,136304.7389
2855,199655.4821
2856,202496.4176
2857,187645.7832
2858,206143.9384
2859,113488.484
2860,127156.4719
2861,123470.921
2862,192634.2462
2863,127034.6774
2864,245723.2963
2865,138312.6335
2866,147309.0143
2867,103039.4558
2868,102821.4076
2869,95339.66554
2870,122939.1722
2871,82947.25561
2872,55236.44976
2873,97116.39335
2874,141538.4559
2875,110047.3582
2876,169810.5288
2877,151605.4338
2878,166578.7097
2879,136510.06
2880,104029.4201
2881,143759.8225
2882,170352.0665
2883,198530.3288
2884,200843.9669
2885,192198.0056
2886,229423.3746
2887,93130.41972
2888,148452.815
2889,60533.76806
2890,80444.70067
2891,141609.5996
2892,41947.43358
2893,72286.02054
2894,56985.56011
2895,342557.4637
2896,287252.9642
2897,217369.4147
2898,154481.6839
2899,209570.4919
2900,160724.3575
2901,203662.9755
2902,186831.2723
2903,322709.6993
2904,355978.3689
2905,84014.79186
2906,192214.1018
2907,113491.1117
2908,128669.578
2909,159109.5839
2910,80458.1686
2911,84446.6598
2912,147703.0801
2913,83310.16146
2914,82888.73216
2915,90735.0889
2916,83839.76857
2917,165176.9081
2918,120630.1319
2919,223879.1309
